,name,exchange,symbol,year,Name,Market Cap,Sector,Industry,Country
86328,NASDAQ_ITCI_2020.pdf,NASDAQ,ITCI,2020,Intra-Cellular Therapies Inc. Common Stock,5950265030.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
86421,NASDAQ_JFU_2019.pdf,NASDAQ,JFU,2019,9F Inc. American Depositary Shares,41913065.0,Finance,Finance: Consumer Services,China
86674,NASDAQ_JFU_2020.pdf,NASDAQ,JFU,2020,9F Inc. American Depositary Shares,41913065.0,Finance,Finance: Consumer Services,China
86887,NASDAQ_JFU_2021.pdf,NASDAQ,JFU,2021,9F Inc. American Depositary Shares,41913065.0,Finance,Finance: Consumer Services,China
87077,NASDAQ_JOBS_2015.pdf,NASDAQ,JOBS,2015,51job,3117621760.0,NoInfo,NoInfo,China
87184,NASDAQ_JOBS_2016.pdf,NASDAQ,JOBS,2016,51job,3117621760.0,NoInfo,NoInfo,China
87291,NASDAQ_JOBS_2017.pdf,NASDAQ,JOBS,2017,51job,3117621760.0,NoInfo,NoInfo,China
87433,NASDAQ_JOBS_2018.pdf,NASDAQ,JOBS,2018,51job,3117621760.0,NoInfo,NoInfo,China
87552,NASDAQ_JOBS_2019.pdf,NASDAQ,JOBS,2019,51job,3117621760.0,NoInfo,NoInfo,China
87695,NASDAQ_KERN_2019.pdf,NASDAQ,KERN,2019,Akerna Corp. Common Stock,3518367.0,Technology,EDP Services,United States
87746,NASDAQ_KERN_2020.pdf,NASDAQ,KERN,2020,Akerna Corp. Common Stock,3518367.0,Technology,EDP Services,United States
87811,NASDAQ_KERN_2021.pdf,NASDAQ,KERN,2021,Akerna Corp. Common Stock,3518367.0,Technology,EDP Services,United States
87898,NASDAQ_KRKR_2019.pdf,NASDAQ,KRKR,2019,36Kr Holdings Inc. American Depositary Shares,35860440.0,Consumer Discretionary,Business Services,China
88056,NASDAQ_KRKR_2020.pdf,NASDAQ,KRKR,2020,36Kr Holdings Inc. American Depositary Shares,35860440.0,Consumer Discretionary,Business Services,China
88211,NASDAQ_KRKR_2021.pdf,NASDAQ,KRKR,2021,36Kr Holdings Inc. American Depositary Shares,35860440.0,Consumer Discretionary,Business Services,China
88395,NASDAQ_KRKR_2022.pdf,NASDAQ,KRKR,2022,36Kr Holdings Inc. American Depositary Shares,35860440.0,Consumer Discretionary,Business Services,China
88562,NASDAQ_MDRX_2018.pdf,NASDAQ,MDRX,2018,Veradigm Inc. Common Stock,1457525412.0,Technology,EDP Services,United States
88660,NASDAQ_MDRX_2019.pdf,NASDAQ,MDRX,2019,Veradigm Inc. Common Stock,1457525412.0,Technology,EDP Services,United States
88759,NASDAQ_MDRX_2020.pdf,NASDAQ,MDRX,2020,Veradigm Inc. Common Stock,1457525412.0,Technology,EDP Services,United States
88911,NASDAQ_MDRX_2021.pdf,NASDAQ,MDRX,2021,Veradigm Inc. Common Stock,1457525412.0,Technology,EDP Services,United States
88995,NASDAQ_MPWR_2016.pdf,NASDAQ,MPWR,2016,Monolithic Power Systems Inc. Common Stock,25089138150.0,Technology,Semiconductors,United States
89058,NASDAQ_MPWR_2017.pdf,NASDAQ,MPWR,2017,Monolithic Power Systems Inc. Common Stock,25089138150.0,Technology,Semiconductors,United States
89124,NASDAQ_MPWR_2018.pdf,NASDAQ,MPWR,2018,Monolithic Power Systems Inc. Common Stock,25089138150.0,Technology,Semiconductors,United States
89188,NASDAQ_MPWR_2019.pdf,NASDAQ,MPWR,2019,Monolithic Power Systems Inc. Common Stock,25089138150.0,Technology,Semiconductors,United States
89248,NASDAQ_MPWR_2020.pdf,NASDAQ,MPWR,2020,Monolithic Power Systems Inc. Common Stock,25089138150.0,Technology,Semiconductors,United States
89312,NASDAQ_MSTR_2016.pdf,NASDAQ,MSTR,2016,MicroStrategy Incorporated Common Stock Class A,5712562120.0,Technology,Computer Software: Prepackaged Software,United States
89384,NASDAQ_MSTR_2017.pdf,NASDAQ,MSTR,2017,MicroStrategy Incorporated Common Stock Class A,5712562120.0,Technology,Computer Software: Prepackaged Software,United States
89460,NASDAQ_MSTR_2018.pdf,NASDAQ,MSTR,2018,MicroStrategy Incorporated Common Stock Class A,5712562120.0,Technology,Computer Software: Prepackaged Software,United States
89523,NASDAQ_MSTR_2019.pdf,NASDAQ,MSTR,2019,MicroStrategy Incorporated Common Stock Class A,5712562120.0,Technology,Computer Software: Prepackaged Software,United States
89583,NASDAQ_MSTR_2020.pdf,NASDAQ,MSTR,2020,MicroStrategy Incorporated Common Stock Class A,5712562120.0,Technology,Computer Software: Prepackaged Software,United States
89653,NASDAQ_NCLH_2016.pdf,NASDAQ,NCLH,2016,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,8771735075.0,Consumer Discretionary,Marine Transportation,United States
89736,NASDAQ_NCLH_2017.pdf,NASDAQ,NCLH,2017,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,8771735075.0,Consumer Discretionary,Marine Transportation,United States
89813,NASDAQ_NCLH_2018.pdf,NASDAQ,NCLH,2018,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,8771735075.0,Consumer Discretionary,Marine Transportation,United States
89894,NASDAQ_NCLH_2019.pdf,NASDAQ,NCLH,2019,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,8771735075.0,Consumer Discretionary,Marine Transportation,United States
89974,NASDAQ_NCLH_2020.pdf,NASDAQ,NCLH,2020,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,8771735075.0,Consumer Discretionary,Marine Transportation,United States
90078,NASDAQ_NMTR_2017.pdf,NASDAQ,NMTR,2017,9 Meters Biopharma Inc. Common Stock,2212333.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
90359,NASDAQ_NMTR_2018.pdf,NASDAQ,NMTR,2018,9 Meters Biopharma Inc. Common Stock,2212333.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
90453,NASDAQ_NMTR_2019.pdf,NASDAQ,NMTR,2019,9 Meters Biopharma Inc. Common Stock,2212333.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
90583,NASDAQ_NMTR_2020.pdf,NASDAQ,NMTR,2020,9 Meters Biopharma Inc. Common Stock,2212333.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
90677,NASDAQ_NMTR_2021.pdf,NASDAQ,NMTR,2021,9 Meters Biopharma Inc. Common Stock,2212333.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
90770,NASDAQ_NTLA_2018.pdf,NASDAQ,NTLA,2018,Intellia Therapeutics Inc. Common Stock,3814741528.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
90889,NASDAQ_NTLA_2019.pdf,NASDAQ,NTLA,2019,Intellia Therapeutics Inc. Common Stock,3814741528.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
91022,NASDAQ_NTLA_2020.pdf,NASDAQ,NTLA,2020,Intellia Therapeutics Inc. Common Stock,3814741528.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
91138,NASDAQ_NTLA_2021.pdf,NASDAQ,NTLA,2021,Intellia Therapeutics Inc. Common Stock,3814741528.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
91271,NASDAQ_PIH_2015.pdf,NASDAQ,PIH,2015,,,NoInfo,NoInfo,NoInfo
91347,NASDAQ_PIH_2016.pdf,NASDAQ,PIH,2016,,,NoInfo,NoInfo,NoInfo
91428,NASDAQ_PIH_2017.pdf,NASDAQ,PIH,2017,,,NoInfo,NoInfo,NoInfo
91500,NASDAQ_PODD_2016.pdf,NASDAQ,PODD,2016,Insulet Corporation Common Stock,19433287721.0,Health Care,Medical/Dental Instruments,United States
91620,NASDAQ_PODD_2017.pdf,NASDAQ,PODD,2017,Insulet Corporation Common Stock,19433287721.0,Health Care,Medical/Dental Instruments,United States
91692,NASDAQ_PODD_2018.pdf,NASDAQ,PODD,2018,Insulet Corporation Common Stock,19433287721.0,Health Care,Medical/Dental Instruments,United States
91762,NASDAQ_PODD_2019.pdf,NASDAQ,PODD,2019,Insulet Corporation Common Stock,19433287721.0,Health Care,Medical/Dental Instruments,United States
91826,NASDAQ_PODD_2020.pdf,NASDAQ,PODD,2020,Insulet Corporation Common Stock,19433287721.0,Health Care,Medical/Dental Instruments,United States
91893,NASDAQ_PRTK_2015.pdf,NASDAQ,PRTK,2015,Paratek Pharmaceuticals Inc. Common Stock,125448103.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
91895,NASDAQ_PRTK_2016.pdf,NASDAQ,PRTK,2016,Paratek Pharmaceuticals Inc. Common Stock,125448103.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
92202,NASDAQ_PRTK_2017.pdf,NASDAQ,PRTK,2017,Paratek Pharmaceuticals Inc. Common Stock,125448103.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
92358,NASDAQ_PRTK_2018.pdf,NASDAQ,PRTK,2018,Paratek Pharmaceuticals Inc. Common Stock,125448103.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
92482,NASDAQ_PRTK_2019.pdf,NASDAQ,PRTK,2019,Paratek Pharmaceuticals Inc. Common Stock,125448103.0,Health Care,Biotechnology: Pharmaceutical Preparations,United States
92641,NASDAQ_QFIN_2018.pdf,NASDAQ,QFIN,2018,Qifu Technology Inc. American Depositary Shares,2974528870.0,Finance,Finance: Consumer Services,China
92806,NASDAQ_QFIN_2019.pdf,NASDAQ,QFIN,2019,Qifu Technology Inc. American Depositary Shares,2974528870.0,Finance,Finance: Consumer Services,China
92986,NASDAQ_QFIN_2020.pdf,NASDAQ,QFIN,2020,Qifu Technology Inc. American Depositary Shares,2974528870.0,Finance,Finance: Consumer Services,China
93151,NASDAQ_RKDA_2019.pdf,NASDAQ,RKDA,2019,Arcadia Biosciences Inc. Common Stock,4609469.0,Industrials,Agricultural Chemicals,United States
93238,NASDAQ_RKDA_2020.pdf,NASDAQ,RKDA,2020,Arcadia Biosciences Inc. Common Stock,4609469.0,Industrials,Agricultural Chemicals,United States
93299,NASDAQ_RKDA_2021.pdf,NASDAQ,RKDA,2021,Arcadia Biosciences Inc. Common Stock,4609469.0,Industrials,Agricultural Chemicals,United States
93364,NASDAQ_RKDA_2022.pdf,NASDAQ,RKDA,2022,Arcadia Biosciences Inc. Common Stock,4609469.0,Industrials,Agricultural Chemicals,United States
93421,NASDAQ_SRCE_2019.pdf,NASDAQ,SRCE,2019,1st Source Corporation Common Stock,1127845860.0,Finance,Major Banks,United States
93505,NASDAQ_SRCE_2020.pdf,NASDAQ,SRCE,2020,1st Source Corporation Common Stock,1127845860.0,Finance,Major Banks,United States
93599,NASDAQ_SRCE_2021.pdf,NASDAQ,SRCE,2021,1st Source Corporation Common Stock,1127845860.0,Finance,Major Banks,United States
93690,NASDAQ_SRCE_2022.pdf,NASDAQ,SRCE,2022,1st Source Corporation Common Stock,1127845860.0,Finance,Major Banks,United States
93782,NASDAQ_TTOO_2016.pdf,NASDAQ,TTOO,2016,T2 Biosystems Inc. Common Stock,2491261.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
94060,NASDAQ_TTOO_2017.pdf,NASDAQ,TTOO,2017,T2 Biosystems Inc. Common Stock,2491261.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
94356,NASDAQ_TTOO_2018.pdf,NASDAQ,TTOO,2018,T2 Biosystems Inc. Common Stock,2491261.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
94371,NASDAQ_TTOO_2019.pdf,NASDAQ,TTOO,2019,T2 Biosystems Inc. Common Stock,2491261.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
94502,NASDAQ_TTOO_2020.pdf,NASDAQ,TTOO,2020,T2 Biosystems Inc. Common Stock,2491261.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,United States
94638,NASDAQ_TTS_2018.pdf,NASDAQ,TTS,2018,,,NoInfo,NoInfo,NoInfo
94702,NASDAQ_TTS_2019.pdf,NASDAQ,TTS,2019,,,NoInfo,NoInfo,NoInfo
94755,NASDAQ_TTS_2020.pdf,NASDAQ,TTS,2020,,,NoInfo,NoInfo,NoInfo
94837,NASDAQ_TTS_2021.pdf,NASDAQ,TTS,2021,,,NoInfo,NoInfo,NoInfo
94914,NASDAQ_TWOU_2019.pdf,NASDAQ,TWOU,2019,2U Inc. Common Stock,326502882.0,Technology,Computer Software: Prepackaged Software,United States
95007,NASDAQ_TWOU_2020.pdf,NASDAQ,TWOU,2020,2U Inc. Common Stock,326502882.0,Technology,Computer Software: Prepackaged Software,United States
95093,NASDAQ_TWOU_2021.pdf,NASDAQ,TWOU,2021,2U Inc. Common Stock,326502882.0,Technology,Computer Software: Prepackaged Software,United States
95187,NASDAQ_TWOU_2022.pdf,NASDAQ,TWOU,2022,2U Inc. Common Stock,326502882.0,Technology,Computer Software: Prepackaged Software,United States
95383,NASDAQ_TXG_2019.pdf,NASDAQ,TXG,2019,10x Genomics Inc. Class A Common Stock,6797239196.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
95494,NASDAQ_TXG_2020.pdf,NASDAQ,TXG,2020,10x Genomics Inc. Class A Common Stock,6797239196.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
95754,NASDAQ_TXG_2021.pdf,NASDAQ,TXG,2021,10x Genomics Inc. Class A Common Stock,6797239196.0,Industrials,Biotechnology: Laboratory Analytical Instruments,United States
95886,NASDAQ_UHAL_2018.pdf,NASDAQ,UHAL,2018,U-Haul Holding Company Common Stock,12007809371.0,Consumer Discretionary,Rental/Leasing Companies,United States
95914,NASDAQ_UHAL_2019.PDF,NASDAQ,UHAL,2019,U-Haul Holding Company Common Stock,12007809371.0,Consumer Discretionary,Rental/Leasing Companies,United States
95986,NASDAQ_UHAL_2020.pdf,NASDAQ,UHAL,2020,U-Haul Holding Company Common Stock,12007809371.0,Consumer Discretionary,Rental/Leasing Companies,United States
96060,NASDAQ_UHAL_2021.pdf,NASDAQ,UHAL,2021,U-Haul Holding Company Common Stock,12007809371.0,Consumer Discretionary,Rental/Leasing Companies,United States
96132,NASDAQ_VNET_2015.pdf,NASDAQ,VNET,2015,VNET Group Inc. American Depositary Shares,384491563.0,Technology,Computer Software: Programming Data Processing,China
96282,NASDAQ_VNET_2016.pdf,NASDAQ,VNET,2016,VNET Group Inc. American Depositary Shares,384491563.0,Technology,Computer Software: Programming Data Processing,China
96524,NASDAQ_VNET_2017.pdf,NASDAQ,VNET,2017,VNET Group Inc. American Depositary Shares,384491563.0,Technology,Computer Software: Programming Data Processing,China
96680,NASDAQ_VNET_2018.pdf,NASDAQ,VNET,2018,VNET Group Inc. American Depositary Shares,384491563.0,Technology,Computer Software: Programming Data Processing,China
96835,NASDAQ_VNET_2019.pdf,NASDAQ,VNET,2019,VNET Group Inc. American Depositary Shares,384491563.0,Technology,Computer Software: Programming Data Processing,China
97138,NASDAQ_XENT_2015.pdf,NASDAQ,XENT,2015,Intersect ENT,913839040.0,NoInfo,NoInfo,United States
97244,NASDAQ_XENT_2017.pdf,NASDAQ,XENT,2017,Intersect ENT,913839040.0,NoInfo,NoInfo,United States
97361,NASDAQ_XENT_2018.pdf,NASDAQ,XENT,2018,Intersect ENT,913839040.0,NoInfo,NoInfo,United States
97436,NASDAQ_XENT_2019.pdf,NASDAQ,XENT,2019,Intersect ENT,913839040.0,NoInfo,NoInfo,United States
97517,NASDAQ_XENT_2020.pdf,NASDAQ,XENT,2020,Intersect ENT,913839040.0,NoInfo,NoInfo,United States
97525,NASDAQ_XLRN_2017.pdf,NASDAQ,XLRN,2017,Acceleron Pharma,10931599360.0,NoInfo,NoInfo,United States
97575,NASDAQ_XLRN_2018.pdf,NASDAQ,XLRN,2018,Acceleron Pharma,10931599360.0,NoInfo,NoInfo,United States
97666,NASDAQ_XLRN_2019.pdf,NASDAQ,XLRN,2019,Acceleron Pharma,10931599360.0,NoInfo,NoInfo,United States
97707,NASDAQ_XLRN_2020.pdf,NASDAQ,XLRN,2020,Acceleron Pharma,10931599360.0,NoInfo,NoInfo,United States
97719,NASDAQ_YI_2018.pdf,NASDAQ,YI,2018,111 Inc. American Depositary Shares,263079533.0,Consumer Staples,Retail-Drug Stores and Proprietary Stores,China
97855,NASDAQ_YI_2019.pdf,NASDAQ,YI,2019,111 Inc. American Depositary Shares,263079533.0,Consumer Staples,Retail-Drug Stores and Proprietary Stores,China
98014,NASDAQ_YI_2020.pdf,NASDAQ,YI,2020,111 Inc. American Depositary Shares,263079533.0,Consumer Staples,Retail-Drug Stores and Proprietary Stores,China
98198,NASDAQ_YI_2021.pdf,NASDAQ,YI,2021,111 Inc. American Depositary Shares,263079533.0,Consumer Staples,Retail-Drug Stores and Proprietary Stores,China
98351,NYSE_AI_2019.pdf,NYSE,AI,2019,C3.ai Inc. Class A Common Stock,4372812944.0,Technology,Computer Software: Prepackaged Software,United States
98474,TSX_DOO_2017.pdf,TSX,DOO,2017,,,NoInfo,NoInfo,NoInfo
